Sampling date(mm/dd/yyyy)	Field	Experiment number	plot number	Ntrt	NAdd(g/m2/yr)	BurnTrt	Species Name	Species Biomass (g/m2)	Maximum plant height (cm)	Median plant height (cm)	Subplot	LastYrNtrtRec
7/14/2015	B	2	36	3	6	1	Physalis virginiana	0.27			East	2015
7/14/2015	B	2	36	3	6	1	Agropyron repens	34.97			East	2015
7/14/2015	B	2	36	3	6	1	Schizachyrium scoparium	64.37			East	2015
7/14/2015	B	2	36	3	6	1	Schizachyrium scoparium	145.7			West	1991
7/14/2015	B	2	36	3	6	1	Miscellaneous litter	7.2			East	2015
7/14/2015	B	2	37	7	50	0	Miscellaneous litter	461.37			West	2015
7/14/2015	B	2	37	7	50	0	Miscellaneous litter	152.03			East	1991
7/14/2015	B	2	37	7	50	0	Poa pratensis	34.17			East	1991
7/14/2015	B	2	37	7	50	0	Agropyron repens	287.6			East	1991
7/14/2015	B	2	37	7	50	0	Agropyron repens	194.8			West	2015
7/14/2015	B	2	38	8	80	0	Chenopodium album	45.83			East	1991
7/14/2015	B	2	38	8	80	0	Miscellaneous litter	257.93			East	1991
7/14/2015	B	2	38	8	80	0	Agropyron repens	247.17			East	1991
7/14/2015	B	2	38	8	80	0	Poa pratensis	0.37			East	1991
7/14/2015	B	2	38	8	80	0	Polygonum tenue	0.04			East	1991
7/14/2015	B	2	38	8	80	0	Lepidium densiflorum	18.77			East	1991
7/14/2015	B	2	38	8	80	0	Lychnis alba	0.32			East	1991
7/14/2015	B	2	39	8	80	0	Agropyron repens	283.3			West	2015
7/14/2015	B	2	39	8	80	0	Poa pratensis	0.19			East	1991
7/14/2015	B	2	39	8	80	0	Agropyron repens	196.93			East	1991
7/14/2015	B	2	39	8	80	0	Panicum oligosanthes	0.7			East	1991
7/14/2015	B	2	39	8	80	0	Rumex acetosella	28.43			East	1991
7/14/2015	B	2	39	8	80	0	Miscellaneous litter	53.17			East	1991
7/14/2015	B	2	39	8	80	0	Rumex acetosella	0.63			West	2015
7/14/2015	B	2	39	8	80	0	Poa pratensis	20.2			West	2015
7/14/2015	B	2	39	8	80	0	Miscellaneous litter	107.6			West	2015
7/14/2015	B	2	41	5	16	1	Panicum oligosanthes	22.87			East	2015
7/14/2015	B	2	41	5	16	1	Equisetum laevigatum	0.77			East	2015
7/14/2015	B	2	41	5	16	1	Equisetum laevigatum	2.73			West	1991
7/14/2015	B	2	41	5	16	1	Agropyron repens	161.47			East	2015
7/14/2015	B	2	41	5	16	1	Chenopodium album	0.43			East	2015
7/14/2015	B	2	41	5	16	1	Poa pratensis	31.1			East	2015
7/14/2015	B	2	41	5	16	1	Schizachyrium scoparium	87.47			West	1991
7/14/2015	B	2	41	5	16	1	Miscellaneous litter	9.77			East	2015
7/14/2015	B	2	41	5	16	1	Poa pratensis	3.93			West	1991
7/14/2015	B	2	41	5	16	1	Miscellaneous litter	7.07			West	1991
7/14/2015	B	2	41	5	16	1	Panicum oligosanthes	7.27			West	1991
7/14/2015	B	2	41	5	16	1	Agropyron repens	51.77			West	1991
7/14/2015	B	2	41	5	16	1	Andropogon gerardi	83.77			West	1991
7/14/2015	B	2	41	5	16	1	Cyperus sp.	0.23			West	1991
7/14/2015	B	2	41	5	16	1	Schizachyrium scoparium	85.07			East	2015
7/14/2015	B	2	42	4	10	1	Agropyron repens	114.57			East	2015
7/14/2015	B	2	42	4	10	1	Agropyron repens	55			West	1991
7/14/2015	B	2	42	4	10	1	Panicum oligosanthes	76.33			East	2015
7/14/2015	B	2	42	4	10	1	Rumex acetosella	1.43			East	2015
7/14/2015	B	2	42	4	10	1	Schizachyrium scoparium	111.4			East	2015
7/14/2015	B	2	42	4	10	1	Poa pratensis	63.03			East	2015
7/14/2015	B	2	42	4	10	1	Miscellaneous litter	14.07			East	2015
7/14/2015	B	2	42	4	10	1	Equisetum laevigatum	2.2			East	2015
7/14/2015	B	2	42	4	10	1	Achillea millefolium(lanulosa)	8.33			East	2015
7/14/2015	B	2	42	4	10	1	Erigeron canadensis	0.24			West	1991
7/14/2015	B	2	42	4	10	1	Rumex acetosella	0.5			West	1991
7/14/2015	B	2	42	4	10	1	Schizachyrium scoparium	165.63			West	1991
7/14/2015	B	2	42	4	10	1	Lespedeza capitata	6.03			West	1991
7/14/2015	B	2	42	4	10	1	Miscellaneous litter	8.3			West	1991
7/14/2015	B	2	42	4	10	1	Panicum oligosanthes	5.4			West	1991
7/14/2015	B	2	42	4	10	1	Poa pratensis	9.83			West	1991
7/14/2015	B	2	43	9	0	1	Panicum oligosanthes	8.53			Whole	2015
7/14/2015	B	2	43	9	0	1	Polygala polygama	1.63			Whole	2015
7/14/2015	B	2	43	9	0	1	Rumex acetosella	11.37			Whole	2015
7/14/2015	B	2	43	9	0	1	Schizachyrium scoparium	189.57			Whole	2015
7/14/2015	B	2	43	9	0	1	Miscellaneous litter	12.8			Whole	2015
7/14/2015	B	2	43	9	0	1	Agrostis scabra	3			Whole	2015
7/14/2015	B	2	43	9	0	1	Cyperus filiculmis	0.5			Whole	2015
7/14/2015	B	2	43	9	0	1	Lespedeza capitata	50.67			Whole	2015
7/14/2015	B	2	43	9	0	1	Poa pratensis	2.87			Whole	2015
7/14/2015	B	2	45	7	50	1	Schizachyrium scoparium	0.01			West	1991
7/14/2015	B	2	45	7	50	1	Panicum oligosanthes	0.08			West	1991
7/14/2015	B	2	45	7	50	1	Poa pratensis	0.37			East	2015
7/14/2015	B	2	45	7	50	1	Agropyron repens	532.77			East	2015
7/14/2015	B	2	45	7	50	1	Miscellaneous litter	0.04			West	1991
7/14/2015	B	2	45	7	50	1	Miscellaneous litter	2.73			East	2015
7/14/2015	B	2	45	7	50	1	Setaria sp.	0.21			West	1991
7/14/2015	B	2	45	7	50	1	Koeleria cristata	0.12			West	1991
7/14/2015	B	2	45	7	50	1	Agropyron repens	250.9			West	1991
7/14/2015	B	2	47	6	28	1	Agropyron repens	79.93			East	2015
7/14/2015	B	2	47	6	28	1	Panicum oligosanthes	31.83			West	1991
7/14/2015	B	2	47	6	28	1	Agropyron repens	65.17			West	1991
7/14/2015	B	2	47	6	28	1	Miscellaneous litter	13.3			West	1991
7/14/2015	B	2	47	6	28	1	Schizachyrium scoparium	0.01			West	1991
7/14/2015	B	2	47	6	28	1	Poa pratensis	48.47			West	1991
7/14/2015	B	2	47	6	28	1	Erigeron canadensis	4.03			West	1991
7/14/2015	B	2	47	6	28	1	Poa pratensis	214.2			East	2015
7/14/2015	B	2	47	6	28	1	Miscellaneous litter	12.03			East	2015
7/14/2015	B	2	47	6	28	1	Chenopodium album	0.22			East	2015
7/14/2015	B	2	47	6	28	1	Equisetum laevigatum	7.13			East	2015
7/14/2015	B	2	48	6	28	1	Rumex acetosella	6.53			West	1991
7/14/2015	B	2	48	6	28	1	Poa pratensis	35.53			West	1991
7/14/2015	B	2	48	6	28	1	Panicum oligosanthes	18.93			West	1991
7/14/2015	B	2	48	6	28	1	Miscellaneous litter	4.8			West	1991
7/14/2015	B	2	48	6	28	1	Erigeron canadensis	1.47			West	1991
7/14/2015	B	2	48	6	28	1	Euphorbia glyptosperma	0.53			West	1991
7/14/2015	B	2	48	6	28	1	Agropyron repens	76.13			West	1991
7/14/2015	B	2	48	6	28	1	Rumex acetosella	27.7			East	2015
7/14/2015	B	2	48	6	28	1	Poa pratensis	122.17			East	2015
7/14/2015	B	2	48	6	28	1	Panicum oligosanthes	6.4			East	2015
7/14/2015	B	2	48	6	28	1	Agropyron repens	206.33			East	2015
7/14/2015	B	2	48	6	28	1	Schizachyrium scoparium	0.23			West	1991
7/14/2015	B	2	48	6	28	1	Euphorbia glyptosperma	0.12			East	2015
7/14/2015	B	2	52	7	50	0	Miscellaneous grasses	0.04			East	1991
7/14/2015	B	2	52	7	50	0	Agropyron repens	62.73			East	1991
7/14/2015	B	2	52	7	50	0	Andropogon gerardi	0.24			East	1991
7/14/2015	B	2	52	7	50	0	Silene antirrhina	0.11			East	1991
7/14/2015	B	2	52	7	50	0	Miscellaneous litter	60.7			East	1991
7/14/2015	B	2	52	7	50	0	Berteroa incana	30.07			East	1991
7/14/2015	B	2	52	7	50	0	Erigeron canadensis	34.97			East	1991
7/14/2015	B	2	52	7	50	0	Lychnis alba	0.23			East	1991
7/14/2015	B	2	52	7	50	0	Panicum oligosanthes	0.1			East	1991
7/14/2015	B	2	52	7	50	0	Poa pratensis	115.5			East	1991
7/14/2015	B	2	52	7	50	0	Rumex acetosella	4.73			East	1991
7/14/2015	B	2	52	7	50	0	Polygonum convolvulus	7.5			East	1991
7/14/2015	B	2	53	7	50	1	Agropyron repens	25.97			West	1991
7/14/2015	B	2	53	7	50	1	Phalaris arundinacea	225.93			West	1991
7/14/2015	B	2	53	7	50	1	Verbascum thapsus	0.18			West	1991
7/14/2015	B	2	53	7	50	1	Poa pratensis	5.7			West	1991
7/14/2015	B	2	53	7	50	1	Miscellaneous litter	11.47			East	2015
7/14/2015	B	2	53	7	50	1	Miscellaneous litter	8.57			West	1991
7/14/2015	B	2	53	7	50	1	Phalaris arundinacea	691.13			East	2015
7/14/2015	B	2	54	3	6	1	Panicum oligosanthes	17.1			East	1991
7/14/2015	B	2	54	3	6	1	Phalaris arundinacea	6.23			East	1991
7/14/2015	B	2	54	3	6	1	Schizachyrium scoparium	148.47			East	1991
7/14/2015	B	2	54	3	6	1	Physalis virginiana	2.07			East	1991
7/14/2015	B	2	54	3	6	1	Miscellaneous litter	17.63			East	1991
7/14/2015	B	2	54	3	6	1	Lespedeza capitata	1.17			East	1991
7/14/2015	B	2	54	3	6	1	Poa pratensis	10.77			East	1991
7/14/2015	B	2	54	3	6	1	Poa pratensis	63.7			West	2015
7/14/2015	B	2	54	3	6	1	Achillea millefolium(lanulosa)	5.73			West	2015
7/14/2015	B	2	54	3	6	1	Agropyron repens	24.47			East	1991
7/14/2015	B	2	54	3	6	1	Panicum oligosanthes	62			West	2015
7/14/2015	B	2	54	3	6	1	Agropyron repens	59.07			West	2015
7/14/2015	B	2	54	3	6	1	Andropogon gerardi	147.3			West	2015
7/14/2015	B	2	54	3	6	1	Miscellaneous litter	21.77			West	2015
7/14/2015	B	2	54	3	6	1	Phalaris arundinacea	14.63			West	2015
7/14/2015	B	2	54	3	6	1	Schizachyrium scoparium	195.3			West	2015
7/14/2015	B	2	54	3	6	1	Equisetum laevigatum	2.7			West	2015
7/15/2015	B	2	34	9	0	0	Schizachyrium scoparium	133.97			Whole	2015
7/15/2015	B	2	34	9	0	0	Lithospermum caroliniense	14.03			Whole	2015
7/15/2015	B	2	34	9	0	0	Rumex acetosella	4.53			Whole	2015
7/15/2015	B	2	34	9	0	0	Agropyron repens	0			Whole	2015
7/15/2015	B	2	34	9	0	0	Panicum oligosanthes	5.87			Whole	2015
7/15/2015	B	2	34	9	0	0	Desmodium canadense	2.93			Whole	2015
7/15/2015	B	2	34	9	0	0	Achillea millefolium(lanulosa)	0.63			Whole	2015
7/15/2015	B	2	34	9	0	0	Poa pratensis	38.6			Whole	2015
7/15/2015	B	2	34	9	0	0	Miscellaneous litter	221			Whole	2015
7/15/2015	B	2	34	9	0	0	Mosses & lichens	1.9			Whole	2015
7/15/2015	B	2	34	9	0	0	Erigeron strigosus	5.67			Whole	2015
7/15/2015	B	2	34	9	0	0	Andropogon gerardi	4.07			Whole	2015
7/15/2015	B	2	38	8	80	0	Agropyron repens	144.23			West	2015
7/15/2015	B	2	38	8	80	0	Berteroa incana	3.57			West	2015
7/15/2015	B	2	38	8	80	0	Chenopodium album	14.87			West	2015
7/15/2015	B	2	38	8	80	0	Miscellaneous litter	174.33			West	2015
7/15/2015	B	2	38	8	80	0	Poa pratensis	0.63			West	2015
7/15/2015	B	2	40	1	0	0	Poa pratensis	29.4			West	1991
7/15/2015	B	2	40	1	0	0	Equisetum laevigatum	4			West	1991
7/15/2015	B	2	40	1	0	0	Achillea millefolium(lanulosa)	1.4			West	1991
7/15/2015	B	2	40	1	0	0	Mosses & lichens	10.43			East	2015
7/15/2015	B	2	40	1	0	0	Andropogon gerardi	102			West	1991
7/15/2015	B	2	40	1	0	0	Achillea millefolium(lanulosa)	5.43			East	2015
7/15/2015	B	2	40	1	0	0	Lespedeza capitata	0.12			West	1991
7/15/2015	B	2	40	1	0	0	Tragopogon dubius (major)	9.63			East	2015
7/15/2015	B	2	40	1	0	0	Schizachyrium scoparium	52.13			East	2015
7/15/2015	B	2	40	1	0	0	Panicum oligosanthes	9.73			East	2015
7/15/2015	B	2	40	1	0	0	Arabis divaricarpa	0.37			East	2015
7/15/2015	B	2	40	1	0	0	Miscellaneous litter	160.93			East	2015
7/15/2015	B	2	40	1	0	0	Hieracium longipilum	1.67			East	2015
7/15/2015	B	2	40	1	0	0	Schizachyrium scoparium	23.3			West	1991
7/15/2015	B	2	40	1	0	0	Miscellaneous litter	305.13			West	1991
7/15/2015	B	2	40	1	0	0	Poa pratensis	25.57			East	2015
7/15/2015	B	2	40	1	0	0	Agropyron repens	0.53			East	2015
7/15/2015	B	2	40	1	0	0	Equisetum laevigatum	1.33			East	2015
7/15/2015	B	2	40	1	0	0	Solidago nemoralis	0.27			West	1991
7/15/2015	B	2	40	1	0	0	Agropyron repens	7.33			West	1991
7/15/2015	B	2	40	1	0	0	Erigeron canadensis	0.02			East	2015
7/15/2015	B	2	40	1	0	0	Andropogon gerardi	24.4			East	2015
7/15/2015	B	2	40	1	0	0	Lespedeza capitata	0.43			East	2015
7/15/2015	B	2	44	2	3	1	Lespedeza capitata	1			West	1991
7/15/2015	B	2	44	2	3	1	Rumex acetosella	0.33			West	1991
7/15/2015	B	2	44	2	3	1	Poa pratensis	4.27			West	1991
7/15/2015	B	2	44	2	3	1	Panicum oligosanthes	26.2			West	1991
7/15/2015	B	2	44	2	3	1	Miscellaneous litter	0.37			West	1991
7/15/2015	B	2	44	2	3	1	Agropyron repens	9.4			West	1991
7/15/2015	B	2	44	2	3	1	Schizachyrium scoparium	111.07			West	1991
7/15/2015	B	2	44	2	3	1	Miscellaneous litter	2.2			East	2015
7/15/2015	B	2	44	2	3	1	Agropyron repens	30.13			East	2015
7/15/2015	B	2	44	2	3	1	Eragrostis spectabilis	0.4			East	2015
7/15/2015	B	2	44	2	3	1	Lespedeza capitata	0.13			East	2015
7/15/2015	B	2	44	2	3	1	Poa pratensis	4.4			East	2015
7/15/2015	B	2	44	2	3	1	Schizachyrium scoparium	193.2			East	2015
7/15/2015	B	2	44	2	3	1	Panicum oligosanthes	6.33			East	2015
7/15/2015	B	2	44	2	3	1	Rumex acetosella	15.4			East	2015
7/15/2015	B	2	46	2	3	0	Panicum oligosanthes	5.1			West	2015
7/15/2015	B	2	46	2	3	0	Schizachyrium scoparium	16.67			East	1991
7/15/2015	B	2	46	2	3	0	Schizachyrium scoparium	46.83			West	2015
7/15/2015	B	2	46	2	3	0	Andropogon gerardi	39.47			West	2015
7/15/2015	B	2	46	2	3	0	Erigeron canadensis	1.07			East	1991
7/15/2015	B	2	46	2	3	0	Equisetum laevigatum	0.67			East	1991
7/15/2015	B	2	46	2	3	0	Asclepias syriaca	5.17			East	1991
7/15/2015	B	2	46	2	3	0	Agropyron repens	25.13			East	1991
7/15/2015	B	2	46	2	3	0	Miscellaneous litter	437.37			East	1991
7/15/2015	B	2	46	2	3	0	Poa pratensis	37.63			East	1991
7/15/2015	B	2	46	2	3	0	Panicum oligosanthes	0.77			East	1991
7/15/2015	B	2	46	2	3	0	Miscellaneous litter	292.07			West	2015
7/15/2015	B	2	46	2	3	0	Agropyron repens	56			West	2015
7/15/2015	B	2	46	2	3	0	Poa pratensis	29.27			West	2015
7/15/2015	B	2	46	2	3	0	Andropogon gerardi	122.17			East	1991
7/15/2015	B	2	49	5	16	0	Poa pratensis	165.73			West	2015
7/15/2015	B	2	49	5	16	0	Miscellaneous litter	426.33			West	2015
7/15/2015	B	2	49	5	16	0	Panicum oligosanthes	22.53			West	2015
7/15/2015	B	2	49	5	16	0	Rumex acetosella	6.97			West	2015
7/15/2015	B	2	49	5	16	0	Berteroa incana	22.63			West	2015
7/15/2015	B	2	49	5	16	0	Arabis divaricarpa	12.03			West	2015
7/15/2015	B	2	49	5	16	0	Agropyron repens	151.2			East	1991
7/15/2015	B	2	49	5	16	0	Berteroa incana	3.07			East	1991
7/15/2015	B	2	49	5	16	0	Miscellaneous litter	372.87			East	1991
7/15/2015	B	2	49	5	16	0	Panicum oligosanthes	0.23			East	1991
7/15/2015	B	2	49	5	16	0	Poa pratensis	110.37			East	1991
7/15/2015	B	2	49	5	16	0	Rumex acetosella	0.27			East	1991
7/15/2015	B	2	49	5	16	0	Agropyron repens	231.73			West	2015
7/15/2015	B	2	50	3	6	1	Achillea millefolium(lanulosa)	17.73			East	2015
7/15/2015	B	2	50	3	6	1	Agropyron repens	13.8			East	2015
7/15/2015	B	2	50	3	6	1	Schizachyrium scoparium	242.03			East	2015
7/15/2015	B	2	50	3	6	1	Poa pratensis	58.53			East	2015
7/15/2015	B	2	50	3	6	1	Physalis virginiana	3.8			East	2015
7/15/2015	B	2	50	3	6	1	Rumex acetosella	0.37			East	2015
7/15/2015	B	2	50	3	6	1	Miscellaneous litter	13.8			East	2015
7/15/2015	B	2	50	3	6	1	Cyperus sp.	0.4			East	2015
7/15/2015	B	2	50	3	6	1	Agropyron repens	32.2			West	1991
7/15/2015	B	2	50	3	6	1	Taraxicum officinalis	0.6			West	1991
7/15/2015	B	2	50	3	6	1	Schizachyrium scoparium	257.57			West	1991
7/15/2015	B	2	50	3	6	1	Poa pratensis	9.73			West	1991
7/15/2015	B	2	50	3	6	1	Lespedeza capitata	3.4			West	1991
7/15/2015	B	2	50	3	6	1	Achillea millefolium(lanulosa)	0.42			West	1991
7/15/2015	B	2	50	3	6	1	Panicum oligosanthes	23.77			West	1991
7/15/2015	B	2	50	3	6	1	Physalis virginiana	2.2			West	1991
7/15/2015	B	2	50	3	6	1	Panicum oligosanthes	62.93			East	2015
7/15/2015	B	2	51	1	0	1	Erigeron canadensis	0.37			West	1991
7/15/2015	B	2	51	1	0	1	Panicum oligosanthes	26.97			East	2015
7/15/2015	B	2	51	1	0	1	Miscellaneous litter	28.43			West	1991
7/15/2015	B	2	51	1	0	1	Solidago nemoralis	0.53			West	1991
7/15/2015	B	2	51	1	0	1	Agropyron repens	1.2			West	1991
7/15/2015	B	2	51	1	0	1	Lespedeza capitata	15.6			West	1991
7/15/2015	B	2	51	1	0	1	Poa pratensis	10.47			West	1991
7/15/2015	B	2	51	1	0	1	Panicum oligosanthes	0.67			West	1991
7/15/2015	B	2	51	1	0	1	Schizachyrium scoparium	241.07			West	1991
7/15/2015	B	2	51	1	0	1	Rumex acetosella	1.73			West	1991
7/15/2015	B	2	51	1	0	1	Solidago nemoralis	6.27			East	2015
7/15/2015	B	2	51	1	0	1	Schizachyrium scoparium	198.67			East	2015
7/15/2015	B	2	51	1	0	1	Rumex acetosella	0.9			East	2015
7/15/2015	B	2	51	1	0	1	Poa pratensis	16.13			East	2015
7/15/2015	B	2	51	1	0	1	Achillea millefolium(lanulosa)	2.33			East	2015
7/15/2015	B	2	51	1	0	1	Miscellaneous litter	18.87			East	2015
7/15/2015	B	2	51	1	0	1	Agropyron repens	5.87			East	2015
7/15/2015	B	2	51	1	0	1	Erigeron canadensis	0.15			East	2015
7/15/2015	B	2	51	1	0	1	Eragrostis spectabilis	0.67			East	2015
7/15/2015	B	2	51	1	0	1	Lespedeza capitata	14.67			East	2015
7/15/2015	B	2	51	1	0	1	Achillea millefolium(lanulosa)	0.53			West	1991
7/15/2015	B	2	52	7	50	0	Poa pratensis	203.03			West	2015
7/15/2015	B	2	52	7	50	0	Berteroa incana	10.57			West	2015
7/15/2015	B	2	52	7	50	0	Rumex acetosella	3.2			West	2015
7/15/2015	B	2	52	7	50	0	Agropyron repens	204.33			West	2015
7/15/2015	B	2	52	7	50	0	Miscellaneous litter	326.87			West	2015
7/20/2015	C	2	9	9	0	0	Poa pratensis	66.1			Whole	1991
7/20/2015	C	2	9	9	0	0	Agropyron repens	5.1			Whole	1991
7/20/2015	C	2	9	9	0	0	Carex sp.	3.07			Whole	1991
7/20/2015	C	2	9	9	0	0	Ambrosia coronopifolia	7.33			Whole	1991
7/20/2015	C	2	9	9	0	0	Viola pedatifida	0.4			Whole	1991
7/20/2015	C	2	9	9	0	0	Arabis divaricarpa	0.57			Whole	1991
7/20/2015	C	2	9	9	0	0	Artemisia ludoviciana	0.07			Whole	1991
7/20/2015	C	2	9	9	0	0	Panicum oligosanthes	0.02			Whole	1991
7/20/2015	C	2	9	9	0	0	Schizachyrium scoparium	38.9			Whole	1991
7/20/2015	C	2	9	9	0	0	Sorghastrum nutans	7.27			Whole	1991
7/20/2015	C	2	9	9	0	0	Miscellaneous litter	114.53			Whole	1991
7/20/2015	C	2	9	9	0	0	Solidago rigida	18.5			Whole	1991
7/20/2015	C	2	9	9	0	0	Euphorbia corollata	9.23			Whole	1991
7/20/2015	C	2	10	1	0	0	Euphorbia corollata	6.47			Whole	1991
7/20/2015	C	2	10	1	0	0	Lithospermum canescens	2.77			Whole	1991
7/20/2015	C	2	10	1	0	0	Aster azureus	1.07			Whole	1991
7/20/2015	C	2	10	1	0	0	Achillea millefolium(lanulosa)	1.03			Whole	1991
7/20/2015	C	2	10	1	0	0	Agropyron repens	45.23			Whole	1991
7/20/2015	C	2	10	1	0	0	Artemisia ludoviciana	12.43			Whole	1991
7/20/2015	C	2	10	1	0	0	Sorghastrum nutans	25.57			Whole	1991
7/20/2015	C	2	10	1	0	0	Miscellaneous litter	80.67			Whole	1991
7/20/2015	C	2	10	1	0	0	Poa pratensis	43.7			Whole	1991
7/20/2015	C	2	10	1	0	0	Schizachyrium scoparium	15.73			Whole	1991
7/20/2015	C	2	10	1	0	0	Carex sp.	3.87			Whole	1991
7/20/2015	C	2	10	1	0	0	Ambrosia artemisiifolia elatior	3.17			Whole	1991
7/20/2015	C	2	11	4	10	0	Poa pratensis	63.53			Whole	1991
7/20/2015	C	2	11	4	10	0	Achillea millefolium(lanulosa)	42.03			Whole	1991
7/20/2015	C	2	11	4	10	0	Agropyron repens	43.57			Whole	1991
7/20/2015	C	2	11	4	10	0	Artemisia ludoviciana	6.93			Whole	1991
7/20/2015	C	2	11	4	10	0	Carex sp.	9.47			Whole	1991
7/20/2015	C	2	11	4	10	0	Miscellaneous litter	299.73			Whole	1991
7/20/2015	C	2	11	4	10	0	Polygonum convolvulus	0.16			Whole	1991
7/20/2015	C	2	11	4	10	0	Rubus sp.	10.7			Whole	1991
7/20/2015	C	2	11	4	10	0	Schizachyrium scoparium	19.93			Whole	1991
7/20/2015	C	2	11	4	10	0	Sorghastrum nutans	39.5			Whole	1991
7/20/2015	C	2	11	4	10	0	Equisetum laevigatum	6.97			Whole	1991
7/20/2015	C	2	11	4	10	0	Eragrostis spectabilis	0.53			Whole	1991
7/20/2015	C	2	11	4	10	0	Panicum oligosanthes	0.5			Whole	1991
7/20/2015	C	2	16	3	6	0	Poa pratensis	48.87			Whole	1991
7/20/2015	C	2	16	3	6	0	Rubus sp.	5.73			Whole	1991
7/20/2015	C	2	16	3	6	0	Equisetum laevigatum	0.87			Whole	1991
7/20/2015	C	2	16	3	6	0	Achillea millefolium(lanulosa)	0.43			Whole	1991
7/20/2015	C	2	16	3	6	0	Agropyron repens	47.43			Whole	1991
7/20/2015	C	2	16	3	6	0	Artemisia ludoviciana	28.8			Whole	1991
7/20/2015	C	2	16	3	6	0	Asclepias syriaca	0.4			Whole	1991
7/20/2015	C	2	16	3	6	0	Viola pedatifida	1.57			Whole	1991
7/20/2015	C	2	16	3	6	0	Physalis virginiana	0.05			Whole	1991
7/20/2015	C	2	16	3	6	0	Schizachyrium scoparium	39.13			Whole	1991
7/20/2015	C	2	16	3	6	0	Sorghastrum nutans	38.93			Whole	1991
7/20/2015	C	2	16	3	6	0	Miscellaneous litter	232.4			Whole	1991
7/20/2015	C	2	16	3	6	0	Carex sp.	19.93			Whole	1991
7/20/2015	C	2	17	6	28	0	Equisetum laevigatum	2.1			Whole	1991
7/20/2015	C	2	17	6	28	0	Artemisia ludoviciana	27.03			Whole	1991
7/20/2015	C	2	17	6	28	0	Agropyron repens	64.27			Whole	1991
7/20/2015	C	2	17	6	28	0	Asclepias ovalifolia	1.93			Whole	1991
7/20/2015	C	2	17	6	28	0	Poa pratensis	92.03			Whole	1991
7/20/2015	C	2	17	6	28	0	Carex sp.	16.07			Whole	1991
7/20/2015	C	2	17	6	28	0	Rubus sp.	1.2			Whole	1991
7/20/2015	C	2	17	6	28	0	Miscellaneous litter	240.43			Whole	1991
7/20/2015	C	2	17	6	28	0	Panicum oligosanthes	1.37			Whole	1991
7/20/2015	C	2	18	1	0	0	Agropyron repens	51.53			East	2015
7/20/2015	C	2	18	1	0	0	Equisetum laevigatum	3.9			East	2015
7/20/2015	C	2	18	1	0	0	Artemisia ludoviciana	1.9			East	2015
7/20/2015	C	2	18	1	0	0	Asclepias syriaca	9.07			East	2015
7/20/2015	C	2	18	1	0	0	Asclepias tuberosa	15.8			East	2015
7/20/2015	C	2	18	1	0	0	Poa pratensis	109.97			East	2015
7/20/2015	C	2	18	1	0	0	Rosa arkansana	10.93			East	2015
7/20/2015	C	2	18	1	0	0	Rubus sp.	6.13			East	2015
7/20/2015	C	2	18	1	0	0	Schizachyrium scoparium	15.33			East	2015
7/20/2015	C	2	18	1	0	0	Carex sp.	14.57			East	2015
7/20/2015	C	2	18	1	0	0	Miscellaneous litter	449.07			East	2015
7/20/2015	C	2	18	1	0	0	Sorghastrum nutans	52.8			East	2015
7/20/2015	C	2	20	6	28	0	Lathyrus venosus	0.83			Whole	1991
7/20/2015	C	2	20	6	28	0	Agropyron repens	75.27			Whole	1991
7/20/2015	C	2	20	6	28	0	Asclepias syriaca	1.87			Whole	1991
7/20/2015	C	2	20	6	28	0	Poa pratensis	170.97			Whole	1991
7/20/2015	C	2	20	6	28	0	Miscellaneous litter	218.47			Whole	1991
7/20/2015	C	2	20	6	28	0	Asclepias ovalifolia	20.37			Whole	1991
7/20/2015	C	2	22	7	50	0	Polygonum convolvulus	0.4			East	1991
7/20/2015	C	2	22	7	50	0	Setaria sp.	0.3			East	1991
7/20/2015	C	2	22	7	50	0	Rosa arkansana	0.39			East	1991
7/20/2015	C	2	22	7	50	0	Agropyron repens	178.27			East	1991
7/20/2015	C	2	22	7	50	0	Erigeron canadensis	1.13			East	1991
7/20/2015	C	2	22	7	50	0	Lychnis alba	119.3			East	1991
7/20/2015	C	2	22	7	50	0	Miscellaneous litter	286.87			East	1991
7/20/2015	C	2	22	7	50	0	Mosses & lichens	9.7			East	1991
7/20/2015	C	2	22	7	50	0	Urtica dioica	219.7			West	2015
7/20/2015	C	2	22	7	50	0	Panicum oligosanthes	3			East	1991
7/20/2015	C	2	22	7	50	0	Setaria sp.	0.33			West	2015
7/20/2015	C	2	22	7	50	0	Agropyron repens	278.37			West	2015
7/20/2015	C	2	22	7	50	0	Lychnis alba	106.23			West	2015
7/20/2015	C	2	22	7	50	0	Miscellaneous litter	189.47			West	2015
7/20/2015	C	2	22	7	50	0	Poa pratensis	43.4			East	1991
7/20/2015	C	2	22	7	50	0	Poa pratensis	183.1			West	2015
7/20/2015	C	2	22	7	50	0	Urtica dioica	94.43			East	1991
7/20/2015	C	2	23	1	0	0	Carex sp.	0.87			East	1991
7/20/2015	C	2	23	1	0	0	Miscellaneous litter	294.47			East	1991
7/20/2015	C	2	23	1	0	0	Artemisia ludoviciana	9.4			East	1991
7/20/2015	C	2	23	1	0	0	Equisetum laevigatum	5.37			East	1991
7/20/2015	C	2	23	1	0	0	Euphorbia corollata	2			East	1991
7/20/2015	C	2	23	1	0	0	Poa pratensis	83.9			East	1991
