"scale","tscale","iter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.5,56,1,-0.0365279783491202,-0.00782598090948491,-0.00576031157682851,0.00547732620397278,-0.0197204100603053,-0.0157489509260628,0.032000808422999,-0.0218767923705066,0.0481636600075453,0.0444466684239403,0.0474017184422662,0.0365134997087848,-0.0034954388772517,0.0120194966740464,0.0240607960024123,-0.0244907013452634,-0.0318150129041274,-0.0208869680345327,0.0219404538735055,-0.00102852663898815,0.0237765379397303,0.0241947865589146,-0.00560102783669717,0.0296943883370985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,57,1,-0.0242441976647786,-0.0065564282419927,0.000427920230248408,0.00264001668312801,-0.0321505519955844,-0.053131966603105,0.011872033883346,-0.0288511253839186,0.047002569384559,0.0432485219119608,0.0458340698576736,0.0386655440688457,-1.09561482693272e-18,0.011250591342989,0.020957809271607,-0.0352187375799078,-0.0191042789592874,-0.0274311315024723,0.0219782976929012,-0.00073527887044977,0.0235437561793563,0.0241724857403712,-0.00797782731780609,0.0272814708836544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,58,1,-0.0200260825151203,-0.0105280371874473,-0.0127495043488652,-0.00699077772600283,-0.0250209294348139,-0.0298144674525297,-0.00200903533134892,-0.0590996159617255,0.0464730233606526,0.0431595825595896,0.0457671764270157,0.0390067967657035,0.00181656061479011,0.0111872327648074,0.0247552564485695,-0.0377549930835983,-0.0236979115106151,-0.0366812059434631,0.0239016269158602,-0.000324706005742969,0.0233764681661238,0.0239982175287683,-0.00784027857094736,0.0278164105475041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,59,1,-0.04195124852124,-0.00457490874766001,-0.0148803546864286,-0.0400725196949048,-0.0602601366354138,-0.0126849128683898,-0.0159826960486546,-0.0619775797398392,0.045399318179517,0.0417646759342191,0.044861128404432,0.03950790483953,0.00510975245057825,0.0100776714153287,0.0337160104820395,-0.0467419260416041,-0.0159708633613733,-0.0319719981000673,0.0220217454937332,-0.00273968392468502,0.0243771881364509,0.022964543174563,-0.0072014100672079,0.0272120107507493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,60,1,-0.0847749967244644,-0.01137419819072,-0.0169287438143724,0.00893572386250468,-0.0398699541947289,-0.0128566562909949,0.00912668806235957,-0.0133772703430896,0.0449911076235136,0.0413807819470832,0.0433964865129633,0.0356082455188112,0.00344521683196856,0.0104968550898022,0.0351186539182938,-0.0249440403048126,-0.0229635149033359,-0.0213368680722276,0.0204777569486051,-0.00446628335620748,0.0239180754214887,0.0228691642288954,-0.00862094190160469,0.0255687095867944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,61,1,-0.0529693278100149,-0.00876063592596816,-0.0467869526840211,0.00222403057628124,-0.0453588639528712,-0.0136278281809961,0.012574734738992,-0.0177595829725904,0.0438722884466648,0.0411030828194121,0.0428761087961973,0.0369325479416684,0.00377907637068578,0.0106679428697475,0.0333803499400934,-0.0135870991100508,-0.0282443668148034,-0.018612805515659,0.0220284384705098,0,0.0231042562959162,0.021631247872923,-0.0038962565881495,0.0261902205702803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,62,1,-0.093501616509648,-0.021514941541977,-0.0411068139382921,0.00106677100813783,-0.0289917765151135,-0.00602768402892879,0.00696870454177718,-0.00717300060930978,0.0433439366223402,0.0403097935472612,0.0428256833748027,0.0373327972824229,0.00142828060228137,0.00981339532843846,0.0328240107744251,-0.0132306831620192,-0.024365838175823,-0.0159562664186726,0.0254118767864261,0.00203291485315105,0.0236008935847745,0.0203860688563467,-0.00638541382406474,0.0263646556577525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,63,1,-0.0292041900670456,-0.0435053972051619,-0.0307573552674783,0.00104983813499279,-0.0172579131748856,-0.011347415352323,-0.0190545590664626,-0.0285403700974226,0.0424608322551355,0.039573070110987,0.0422450140615468,0.0357600861022504,0.00203850458077496,0.00875952006219718,0.031505124548791,-0.0332457050641964,-0.0328139055764482,-0.00812745583858405,0.0258090034029414,-0.000977109412689419,0.0238035404194745,0.0206073176449931,-0.00339006508409617,0.0257014934504677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,64,1,-0.0479199945316713,-0.0265529085796412,-0.0406670263350685,-0.002453183575151,-0.0194189474631594,-0.00367678260835103,0.0129642702148164,-0.0280800415474642,0.0415562790444827,0.0383036050092439,0.041023893397097,0.0341197663679779,-0.00184035993213099,0.00932144787363126,0.0293412652163898,-0.02753664975034,-0.0281903657115829,-0.00485643011164924,0.0254057377247705,0.000795626412925889,0.0234780440127508,0.0195493209757358,-0.00574569968945808,0.0250244352500499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,65,1,-0.0509873288536588,-0.0590684971168202,-0.00870473474128221,-0.00976983922696406,-0.0195840873201983,-0.00341231335027297,-0.00436547473100499,-0.0525329919659782,0.0409261502490626,0.0368388090510728,0.0402041220728053,0.0345861062724612,-0.000171896932278849,0.008617405919233,0.0232751915681496,-0.0189888946741733,-0.0309664412811878,-0.00233456665409021,0.0247605832682169,0.00223977410720516,0.0241752283814857,0.0190494058131547,-0.00523578162980312,0.0240506355353588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,66,1,-0.0433888069769166,-0.0686757498962615,-0.00924635637506329,-0.0267642675946025,-0.0169959803952873,-0.0022814069466572,0.0210329538147496,-0.0085870086534954,0.0399764642814148,0.0364334349603994,0.0390007154784707,0.0341828042024114,-0.00366417703524791,0.00637860314922233,0.0195744213827401,-0.0331786302855864,-0.0295656848348065,-0.00242705607820801,0.0230670687188556,0.00195946660752356,0.0240173518161372,0.020919099142449,-0.00783721991054971,0.0222856325628478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,67,1,-0.0156150329299121,-0.0779962190106448,-0.00690482868579273,-0.0156507741506485,-0.0290434350605271,-0.0067919708842916,0.0151708663094242,-0.0402527894353336,0.0393798006354236,0.0359726173938834,0.0383734893683741,0.0313994706988068,-0.00145020520080071,0.00444120766352951,0.015089680815565,-0.0342559718583064,-0.0205121587901599,-0.00330358394500088,0.0265339287649749,0.00485395644920266,0.0231613253671263,0.0203087822420107,-0.00978219182950893,0.0230854893153231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,68,1,-0.0137820700725222,-0.0190282506027776,-0.0112599062445325,-0.00819825463833514,-0.0394099900608164,-0.00460429099966397,0.0251885813993354,-0.0124950279404337,0.0387196119377166,0.0356218636165078,0.0391489295557386,0.0324599251939665,-0.000725674619164045,0.00660333864578039,-0.00614341072891157,-0.0269086303649602,-0.026428467854609,0.00160770251044716,0.0239112825644899,0.00501850304319344,0.0215184617978826,0.021112050407094,-0.00760671344259237,0.0225295025338424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,69,1,-0.0126555679967332,-0.010045611312463,-0.0152233360413077,-0.0242192968324556,-0.0310776969243355,-0.0116942908103856,0.0110732738746348,-0.00782936196445207,0.0381138787350266,0.0350738223563409,0.0381133482535616,0.029605699630784,-0.00201212238919154,0.00446706784435757,1.09779515494652e-17,-0.0332630451377757,-0.0195916411049627,-0.00119933276853496,0.0253507225334675,0.004074359550211,0.0217336673395202,0.0199685751768284,-0.00573761821872483,0.0217666140699988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,70,1,-0.0119750947791491,-0.0341790475665284,-0.0223033687230889,-0.0450390860337665,-0.033734651328814,-0.0154658849617381,0.0132219843106315,-0.0384769310778924,0.0378828050770384,0.0356594280782104,0.0367072662268008,0.028580866626096,-3.56857400772372e-18,0.00499703008117033,0.00751214152597046,-0.0520725261636506,-0.0166267524966555,-0.000312838361537682,0.0234603962179584,0.00217166010426608,0.0223292124694913,0.020082378064753,-0.00606975991378951,0.0216107748685995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,71,1,-0.0203681792925784,-0.0314086535233692,-0.0521310137198943,-0.037784963283351,-0.0170921444414378,-0.00689504542702404,-0.00787375209634774,-0.0121953472809421,0.0374338871670997,0.0344520756988204,0.0361688899281975,0.0300409929281811,0.000662323079505106,0.00506927851408242,0.0167055001440346,-0.056078155888405,-0.0256736126653344,0.000301822414871817,0.0240105365104004,0.00502884519253224,0.0217766628459406,0.0195252726918294,-0.00683813825044649,0.020395376349523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,72,1,-0.0124842648883483,-0.0169224095622324,-0.0666654758719528,-0.0276331279521941,-0.0717331385267155,-0.0216970142719938,0.0270815436262276,-0.00434136984927812,0.0368472385391047,0.0333973153803661,0.0355713057663317,0.0301857411321394,0.00248931061422613,0.00658412188859586,0.0156944612666873,-0.043140004593373,-0.0240641494928227,5.00501042124786e-05,0.0232496726884954,0.00524611915936818,0.0216701065033796,0.0192150197186566,-0.00472674730468337,0.018412079712548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,73,1,-0.0315887487407381,-0.0177249457669709,-0.020105613049389,-0.0200868091615538,-0.0385398728323293,-0.0217556234792715,0.0265097793615381,-0.00185246004941805,0.0364410926875215,0.0328939263082339,0.0355169774601536,0.0273782106993995,-0.000945107828588381,0.00649392843806715,0.0138144965212919,-0.0414525701787578,-0.0218938253673688,-0.00284817950661532,0.0235587119123694,0.00392806577080524,0.0216768389047422,0.0191813916246677,-0.00582031772555159,0.018923018442705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,74,1,-0.0403062054093982,-0.0218220102847159,-0.0160675182450862,-0.00172222900767729,-0.052865175749029,-0.00526303738867195,0.00938821363623237,-0.000502978940338288,0.0364248020934844,0.0324342895432981,0.0351566077009216,0.0285287980086057,0.00151358186995263,0.00725932183118565,0.0136226285140518,-0.03378303415071,-0.0162072173104102,-0.00446909029003846,0.0232403509405806,0.00376094503544483,0.0211599226344861,0.019254954539272,-0.00354546303334447,0.0187997884650552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,75,1,-0.0372565100367495,-0.045786496059802,-0.0308667681732347,-0.0249573623586879,-0.0375121428901338,-0.00595497574135563,0.0146047810655631,-0.000600261412185973,0.0359621994723005,0.0315462071521465,0.0342904067142716,0.028862870650279,-0.000554585297317833,0.00746841846333527,0.0150494834064125,-0.0468206058510803,-0.0153098996865312,-0.00461203795942429,0.0231280140718414,0.00419166490058285,0.0202309683136839,0.0196315862652151,-0.00316895535836159,0.0176059706042974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,76,1,-0.0273861898935509,-0.0360636845253316,-0.0141344846782099,-0.0134803199541367,-0.0588373525442575,-0.0073987839421202,0.00302657105494154,-0.0144441730348739,0.0356696730688742,0.0310853057180936,0.0340759472810975,0.0292389937589931,-0.000446073048364235,0.00761207909211295,0.0114499710863136,-0.0312119888900349,-0.017686898219758,-0.0104697864326979,0.0241129139966883,0.00513720040452136,0.0200414939978564,0.0179794151640827,-0.00345216137457225,0.0172009522916282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,77,1,-0.0226409864686764,-0.0408611056108229,-0.00716128598352265,-0.0064869358150187,-0.0449355569050011,-0.010170070353544,0.0101728367839781,-0.00732758071764941,0.0354476823221737,0.0308317409996908,0.0331917917100162,0.0280452499916022,-0.00236781242589552,0.00854869143777491,0.0122172097583221,-0.0228876049872956,-0.0170256609376781,-0.0108639709533155,0.0241415424943595,0.00667280846628738,0.0202265274976067,0.0184343710186596,-0.00441981566152211,0.0165218318747074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,78,1,-0.0203901839477955,-0.031450742967608,-0.00753572647310409,-0.0174484173478923,-0.0662152047938912,-0.0093068846587556,0.00828199166018208,-0.00901197239070353,0.0351777979964149,0.0302434456913505,0.0329326948489897,0.0285103104505248,-0.00353092281871753,0.00610642879272725,0.00378529042699713,-0.0203032537856203,-0.0204145128425466,-0.0142712564060319,0.0218557447722875,0.00857172414812905,0.0204617293859226,0.0172211039429664,-0.00368823169809975,0.0163100135173394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,79,1,-0.0346189352131485,-0.00772944502369547,-0.016888333670644,-0.0046547440522192,-0.0324315985883434,-0.0185385640255651,0.0214796841907562,-0.000275020861556054,0.0344439301427354,0.0299195613893075,0.032086029358112,0.0277059676155084,-0.0033023275860387,0.0069062433709382,-0.00526578062478135,-0.0210020423770447,-0.0151267361563829,-0.0134135356293608,0.0211895751085022,0.00616019320048326,0.0193538058420432,0.017077140220681,-0.00783593934691422,0.0159636863058973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,80,1,-0.0317256765980734,-0.0137326536083514,-0.0426702487707589,-0.00370332270178965,-0.038566805403046,-0.0409979565582236,0.0215288909060579,-0.0131691808741039,0.0334379054009192,0.0295890451766452,0.0326476937706504,0.02763253379103,-0.000714480172999362,0.00692408259829077,0.00519827061677135,-0.00983707419721998,-0.0282916897028431,-0.0164994051622896,0.0183292133599178,0.00452820442221159,0.0186706609930049,0.017008605127684,-0.00966487360291852,0.0155893122023893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,81,1,-0.0385461725711056,-0.0338375311595704,-0.0131141314135461,-0.00634171225615304,-0.0160994600355916,-0.0269286942714788,0.0288133773503742,-0.0205465764593215,0.0329082087127795,0.0298369780731957,0.0318619346868433,0.0281813771910429,0.00109325181903018,0.00777544821466833,0.00364154522090863,-0.0063680637688522,-0.0285191942006152,-0.0166339677428553,0.0190178400116932,0.00747477959609461,0.0188402012777167,0.0170800175276948,-0.0106197687064582,0.0157398091394842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,82,1,-0.027611245111459,NA,-0.0153531090090645,-0.0312798702129456,-0.01962729161505,-0.0344859926940833,0.0204586734531715,-0.0130976924422855,0.032535856143464,0.0294999444492495,0.0317177376318318,0.0266716122667342,0.00160582712164878,0.00856258496302147,-0.0223969933653507,-0.00613891030827404,-0.0281535635057355,-0.0164311144776986,0.0202222936171162,0.00813025130941197,0.0187859151335018,0.016906028794145,-0.0110575765958293,0.0166340073610438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,83,1,-0.0234138879490688,NA,-0.00744414602577586,0.00136172757112525,-0.0387816364441952,-0.0185164725252924,0.00620592173499622,-0.0154994414834701,0.032433339076493,0.0286167809901213,0.0309761902130249,0.0271431978848406,0.00150798967414465,0.0069456827452452,-0.0221204872744204,-0.00808441029738229,-0.0294874600768594,-0.00978112229897495,0.0205391336414268,0.00679362787356097,0.017995817824583,0.0162189682810899,-0.00982830726087081,0.0168198859766898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,84,1,-0.0166048993723112,-0.0312798702129456,-0.0110561101413418,0.00161506982325185,-0.0505773243101114,-0.0457077656261108,-0.0379053445379211,-0.033192583279933,0.032704301562129,0.0279575176323746,0.0303707792534807,0.0263561839989094,0.000175073183210659,0.00681460263818074,-0.00845301439707249,-0.0106012692228386,-0.0248176648042502,-0.0100582620604263,0.0176831579019538,0.00595622501865287,0.0182017935895406,0.0157796924058682,-0.00780246253067973,0.017643453267357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,85,1,-0.0327677738877435,-0.0219825215909765,-0.0246101654315105,-0.00418181985333533,-0.0310477332895913,-0.0169594945858228,-0.029097482789754,-0.0315232688348998,0.0317245736186259,0.0274045092488091,0.0300406985932091,0.0256901770300069,0.000129998072783352,0.00675836718005847,-0.0132362926345555,-0.0119561882589114,-0.0192477838421025,-0.00926747763806895,0.0172510243387462,0.00553494045196659,0.0176426240756105,0.0158028953829574,-0.00959705297237973,0.0173570133968917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,86,1,-0.0163808391188288,-0.0193986751128531,-0.0130652743124829,-0.0137052906551354,-0.0472810893634349,-0.0253630725115091,-0.00020471188989541,-0.0180692741027211,0.0311596836424868,0.0271971248507549,0.0294926156635288,0.0250081925779224,-0.000894895827164284,0.00667978151517407,NA,-0.0107854405395208,-0.0170613899903144,-0.00390407529642794,0.0185189627222991,0.00280111042758907,0.0168337556889364,0.0162172792878621,-0.010002340293292,0.0173105740296275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,87,1,-0.00571921189618376,-0.0266031405136861,-0.0312698013919628,0.00164483728322613,-0.0347668943727269,-0.030583877198295,0.0162399778543836,-0.0153893940429,0.0311139074726837,0.0258843834502907,0.0297930843605344,0.0247004521399627,-0.00379958390729939,0.00570436681337485,NA,-0.00904558546870803,-0.0202654482210257,-0.00588539905552638,0.0170733938363692,0.00392250812571441,0.0163113124591136,0.0152698251750697,-0.010422083688023,0.017187639145594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,88,1,-0.00890592911767776,-0.0166812601218471,-0.0420602497058238,-0.0116420945058453,-0.0304531741379036,-0.0166425745229504,-0.00724804188745966,-0.0304236199220544,0.0306561458118562,0.0263880183960061,0.0291817180102502,0.0244197651838268,-0.000784009903260812,0.0063416750060147,-0.00482696557271623,-0.0102231715713831,-0.0154597051364135,-0.00850932026120667,0.0150199527270718,0.0047759112942421,0.0163437965914841,0.0169058470405204,-0.0120553631896053,0.0174572103228501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,89,1,-0.00538429234570366,-0.0160203031719378,-0.0275116742204171,-0.00911157546310482,-0.0218641589781496,-0.0245081374830312,0.00638302751747259,-0.0210111948612921,0.0302857905046949,0.0270680461004034,0.0292478238377769,0.0255610512546465,-8.35390841294165e-05,0.005427026759044,0.00600971322077637,-0.015245848043973,-0.0146220382170647,-0.00930592090551233,0.013805229403554,0.0041575096529485,0.0173723939557504,0.0163683622345442,-0.0147436672917547,0.0174491157389475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,90,1,-0.00767753474372939,-0.0152838205885132,-0.0126261401850106,-0.0221065023617553,-0.0155953984247772,-0.0115121325742975,0.0158133115706902,-0.0116726830475011,0.0299812930114176,0.0269507467777966,0.0289065441096466,0.0245252768132191,-0.00144846464292493,0.00642797790000649,0.00805985093674356,-0.00874406595308443,-0.0110196426203131,-0.0148173118337661,0.0115717097203129,0.00514947073065015,0.0171477567769951,0.0162155402160945,-0.0145798487662908,0.01788264347149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
